5.400000000000000000e+03 -3.763854452522475214e+01
5.400159983999999895e+03 -3.763849399966249365e+01
5.400319967999999790e+03 -3.763844347410024938e+01
5.400479951999999685e+03 -3.763839329234239983e+01
5.400639935999999580e+03 -3.763834414351235580e+01
5.400799919999999474e+03 -3.763829499468231887e+01
5.400959903999999369e+03 -3.763824754702390152e+01
5.401119887999999264e+03 -3.763820180428418638e+01
5.401279871999999159e+03 -3.763815606154446414e+01
5.401439855999999054e+03 -3.763811147994903905e+01
5.401599839999998949e+03 -3.763806728710675742e+01
5.401759823999998844e+03 -3.763802309426449000e+01
5.401919807999998739e+03 -3.763797960411899624e+01
5.402079791999998633e+03 -3.763793611474741141e+01
5.402239775999998528e+03 -3.763789454833149506e+01
5.402399759999998423e+03 -3.763785879332595385e+01
5.402559743999998318e+03 -3.763782303832038423e+01
5.402719727999998213e+03 -3.763779105588737650e+01
5.402879711999998108e+03 -3.763776287101084250e+01
5.403039695999998003e+03 -3.763773468613431561e+01
5.403199679999997898e+03 -3.763771079024662214e+01
5.403359663999997792e+03 -3.763768833873902508e+01
5.403519647999997687e+03 -3.763766588723141382e+01
5.403679631999997582e+03 -3.763765041180969462e+01
5.403839615999997477e+03 -3.763763495177074248e+01
5.403999599999997372e+03 -3.763762187977690132e+01
5.404159583999997267e+03 -3.763761606744018451e+01
5.404319567999997162e+03 -3.763761025510348901e+01
5.404479551999997057e+03 -3.763760856959130052e+01
5.404639535999996951e+03 -3.763761105655436978e+01
5.404799519999996846e+03 -3.763761354351743904e+01
5.404959503999996741e+03 -3.763761760621559205e+01
5.405119487999996636e+03 -3.763762220266790592e+01
5.405279471999996531e+03 -3.763762679912021980e+01
5.405439455999996426e+03 -3.763763075009665471e+01
5.405599439999996321e+03 -3.763763469893574154e+01
5.405759423999996216e+03 -3.763763983554712667e+01
5.405919407999996110e+03 -3.763764860440861071e+01
5.406079391999996005e+03 -3.763765737327009475e+01
5.406239375999995900e+03 -3.763767056711796499e+01
5.406399359999995795e+03 -3.763768825463273515e+01
5.406559343999995690e+03 -3.763770594214749821e+01
5.406719327999995585e+03 -3.763772706332495233e+01
5.406879311999995480e+03 -3.763774935437865565e+01
5.407039295999995375e+03 -3.763777164543235187e+01
5.407199279999995269e+03 -3.763778820268981917e+01
5.407359263999995164e+03 -3.763780473460455056e+01
5.407519247999995059e+03 -3.763781882954022961e+01
5.407679231999994954e+03 -3.763782542776004192e+01
5.407839215999994849e+03 -3.763783202597986843e+01
5.407999199999994744e+03 -3.763783828903009976e+01
5.408159183999994639e+03 -3.763784421020737625e+01
5.408319167999994534e+03 -3.763785013138463853e+01
5.408479151999994428e+03 -3.763785402450075424e+01
5.408639135999994323e+03 -3.763785722262398536e+01
5.408799119999994218e+03 -3.763786042074720939e+01
5.408959103999994113e+03 -3.763786003676017344e+01
5.409119087999994008e+03 -3.763785963296058412e+01
5.409279071999993903e+03 -3.763786047748892827e+01
5.409439055999993798e+03 -3.763786518508615586e+01
5.409599039999993693e+03 -3.763786989268337635e+01
5.409759023999993587e+03 -3.763787309419706162e+01
5.409919007999993482e+03 -3.763787475272982164e+01
5.410078991999993377e+03 -3.763787641126260297e+01
5.410238975999993272e+03 -3.763787642350956730e+01
5.410398959999993167e+03 -3.763787586832371090e+01
5.410558943999993062e+03 -3.763787531313784029e+01
5.410718927999992957e+03 -3.763787092425219782e+01
5.410878911999992852e+03 -3.763786650989346327e+01
5.411038895999992747e+03 -3.763786296448434854e+01
5.411198879999992641e+03 -3.763786212422159139e+01
5.411358863999992536e+03 -3.763786128395883424e+01
5.411518847999992431e+03 -3.763786218503475567e+01
5.411678831999992326e+03 -3.763786487797926839e+01
5.411838815999992221e+03 -3.763786757092378110e+01
5.411998799999992116e+03 -3.763787295754347184e+01
5.412158783999992011e+03 -3.763787927797058330e+01
5.412318767999991906e+03 -3.763788559839768055e+01
5.412478751999991800e+03 -3.763789200191921225e+01
5.412638735999991695e+03 -3.763789840608560411e+01
5.412798719999991590e+03 -3.763790574102599606e+01
5.412958703999991485e+03 -3.763791599098131968e+01
5.413118687999991380e+03 -3.763792624093662909e+01
5.413278671999991275e+03 -3.763793827290373883e+01
5.413438655999991170e+03 -3.763795214668168398e+01
5.413598639999991065e+03 -3.763796602045962203e+01
5.413758623999990959e+03 -3.763797804026146565e+01
5.413918607999990854e+03 -3.763798941364730410e+01
5.414078591999990749e+03 -3.763800078703312835e+01
5.414238575999990644e+03 -3.763801387443885460e+01
5.414398559999990539e+03 -3.763802697706338307e+01
5.414558543999990434e+03 -3.763804088137094794e+01
5.414718527999990329e+03 -3.763805731152912415e+01
5.414878511999990224e+03 -3.763807374168730036e+01
5.415038495999990118e+03 -3.763809399453147364e+01
5.415198479999990013e+03 -3.763811821576940986e+01
5.415358463999989908e+03 -3.763814243700733186e+01
5.415518447999989803e+03 -3.763817140206709411e+01
5.415678431999989698e+03 -3.763820203063642822e+01
5.415838415999989593e+03 -3.763823265920577654e+01
5.415998399999989488e+03 -3.763827131367063572e+01
5.416158383999989383e+03 -3.763831004839446592e+01
5.416318367999989277e+03 -3.763835271918661363e+01
5.416478351999989172e+03 -3.763840786623206469e+01
5.416638335999989067e+03 -3.763846301327750865e+01
5.416798319999988962e+03 -3.763852407599638639e+01
5.416958303999988857e+03 -3.763859130696801714e+01
5.417118287999988752e+03 -3.763865853793965499e+01
5.417278271999988647e+03 -3.763872944105210649e+01
5.417438255999988542e+03 -3.763880163924994804e+01
5.417598239999988436e+03 -3.763887383744776827e+01
5.417758223999988331e+03 -3.763894707445079035e+01
5.417918207999988226e+03 -3.763902032300892841e+01
5.418078191999988121e+03 -3.763909353503041899e+01
5.418238175999988016e+03 -3.763916663053874601e+01
5.418398159999987911e+03 -3.763923972604707302e+01
5.418558143999987806e+03 -3.763931430672137424e+01
5.418718127999987701e+03 -3.763939044280598267e+01
5.418878111999987595e+03 -3.763946657889057690e+01
5.419038095999987490e+03 -3.763954481260002893e+01
5.419198079999987385e+03 -3.763962379032541605e+01
5.419358063999987280e+03 -3.763970276805081738e+01
5.419518047999987175e+03 -3.763978436844096365e+01
