3.500000000000000000e+03 -3.385719086264240474e+01
3.500219989000000169e+03 -3.385827117493075633e+01
3.500439978000000337e+03 -3.385935115931351902e+01
3.500659967000000506e+03 -3.386043082437632989e+01
3.500879956000000675e+03 -3.386151016418443760e+01
3.501099945000000844e+03 -3.386258918863313738e+01
3.501319934000001012e+03 -3.386366789730527671e+01
3.501539923000001181e+03 -3.386474629069319775e+01
3.501759912000001350e+03 -3.386582437466859119e+01
3.501979901000001519e+03 -3.386690214535580168e+01
3.502199890000001687e+03 -3.386797960687545128e+01
3.502419879000001856e+03 -3.386905676336755278e+01
3.502639868000002025e+03 -3.387013361677721690e+01
3.502859857000002194e+03 -3.387121017086610664e+01
3.503079846000002362e+03 -3.387228641927504214e+01
3.503299835000002531e+03 -3.387336237533842365e+01
3.503519824000002700e+03 -3.387443803536977072e+01
3.503739813000002869e+03 -3.387551339836257824e+01
3.503959802000003037e+03 -3.387658846713748062e+01
3.504179791000003206e+03 -3.387766325226402842e+01
3.504399780000003375e+03 -3.387873774978652364e+01
3.504619769000003544e+03 -3.387981195700558601e+01
3.504839758000003712e+03 -3.388088588449318195e+01
3.505059747000003881e+03 -3.388195952726528049e+01
3.505279736000004050e+03 -3.388303289149431663e+01
3.505499725000004219e+03 -3.388410598040112376e+01
3.505719714000004387e+03 -3.388517879014883505e+01
3.505939703000004556e+03 -3.388625132230663439e+01
3.506159692000004725e+03 -3.388732359028168872e+01
3.506379681000004894e+03 -3.388839558505424066e+01
3.506599670000005062e+03 -3.388946730752650183e+01
3.506819659000005231e+03 -3.389053877198603004e+01
3.507039648000005400e+03 -3.389160996800152503e+01
3.507259637000005569e+03 -3.389268090107847087e+01
3.507479626000005737e+03 -3.389375157474083977e+01
3.507699615000005906e+03 -3.389482199047537136e+01
3.507919604000006075e+03 -3.389589214869678102e+01
3.508139593000006244e+03 -3.389696205233970971e+01
3.508359582000006412e+03 -3.389803170276718447e+01
3.508579571000006581e+03 -3.389910110251366859e+01
3.508799560000006750e+03 -3.390017025353396463e+01
3.509019549000006919e+03 -3.390123915915561525e+01
3.509239538000007087e+03 -3.390230781955324346e+01
3.509459527000007256e+03 -3.390337623121983057e+01
3.509679516000007425e+03 -3.390444440578479401e+01
